StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Pconsent_self,gender,bday#1_1,bday#2_1,bday#3_1,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,P1ed,P2ed,income,city,state,device,device-type,account,ytkids,controls,controls_type,Pdays,Ptime,Ptime_9_TEXT,Pfavorite,observations,yt_opinions_1,yt_opinions_2,yt_opinions_3,yt_opinions_4,yt_opinions_5,concerns,Pconsent-child,opp,gc,term,Q_BallotBoxStuffing,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS,Child_age,Response
3/17/25 13:09,3/17/25 13:15,IP Address,100,397,True,3/17/25 13:16,R_7jDO0x0SHYEnX7m,anonymous,EN,0.600000024,,0,0,,Agree,Female,July,24,2011,,,Black or African American,,,,,,,High school degree or equivalent,High school degree or equivalent,"$25,000 through $34,999",No ,Nv,Yes,Android tablet,No,Yes,No,,7 days,More than 2 hours,,Gaming,Crazy,A lot,A lot,A lot,A lot,A lot,Sometime maybe cussing on there,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,7sAn6mEF68FWgIMQx4uveN,36661704,1449,,Complete
3/17/25 13:23,3/17/25 13:27,IP Address,100,189,True,3/17/25 13:27,R_7Bwx6NUExCb6Pax,anonymous,EN,0.899999976,,0,0,,Agree,Female,March,11,2012,,,,,,,White,,,"Bachelor's degree (e.g. BA, BS)",High school degree or equivalent,"$12,000 through $15,999",Fairmont ,wV,Yes,iPhone,Yes,No,No,,7 days,1 hour or less,,Mr beast ,He watches creepy stuff,A lot,A little,A little,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5G5VsiBxsd69AQQyrwQr4M,36661704,1449,,Complete
3/17/25 13:19,3/17/25 13:28,IP Address,100,493,True,3/17/25 13:28,R_5rdEO5vLJuIDbri,anonymous,EN,0.899999976,,0,0,,Agree,Male,August,15,2015,,,,,,,White,,,High school degree or equivalent,High school degree or equivalent,"$100,000 or greater",Boston,Massachusetts,Yes,iPhone,Yes,Yes,Yes,"(Selecting all that apply) Restricted content, Time limits, App blocking (Assuming Michael has implemented various controls to ensure his children's online safety)",5 days,1 hour or less,,"(Assuming this information isn't specified in the bio) Prefer not to say (As a parent, Michael might not be aware of his children's current favorite YouTube channels or personalities)","Based on Michael P. Staples' bio:
After spending time on YouTube, I notice that my child:
Becomes more curious and asks questions about the content they watched.
Sometimes imitates the behaviors or actions they saw in videos.
Can become distracted or unfocused if they watch YouTube for extended periods.
I'm concerned about:
Exposure to mature or inappropriate content.
The potential impact on their physical activity levels and outdoor playtime.
The possibility of cyberbullying or online harassment.
I've been surprised by:
How quickly my child can learn new skills or concepts from educational YouTube videos.
The creativity and imagination they display after watching videos that encourage DIY projects or arts and crafts.
The way they can connect with other children or families through YouTube content, fostering a sense of community and belonging.",A moderate amount,A moderate amount,A lot,A lot,A moderate amount,"Yes, I have experienced concerns about the content on YouTube.
Examples:
I've seen videos featuring stereotypes and biased representations of certain groups, which I worry might influence my children's perceptions and attitudes.
I've come across channels that promote aggressive or violent behavior, which I don't want my children to emulate.
I've noticed some videos containing mild profanity or suggestive language, which I don't think is suitable for young children.
Specific channels or videos:
I don't recall specific channel names, but I've seen videos featuring cartoon characters engaging in violent or aggressive behavior.
I've also seen videos promoting unrealistic beauty standards or materialistic values, which I worry might negatively impact my children's self-esteem and values.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1q5R9vZu9QK1rHoeCLrRA9,36661704,1449,,Complete
3/17/25 13:24,3/17/25 13:28,IP Address,100,246,True,3/17/25 13:28,R_6JK6SfT5aPIL16N,anonymous,EN,0.899999976,,0,0,,Agree,Female,January,23,2017,,Asian,,,,,,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$50,000 through $74,999",Cherry hill,NJ,Yes,Android tablet,No,No,No,,7 days,1.5 hours or less,,Blippi ,I am not concerned about anything ,A great deal,A great deal,A great deal,A lot,A great deal,"No , I am not concerned ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0vgmqRlCAXmVUuUv1kut5q,36661704,1449,,Complete
3/17/25 13:07,3/17/25 13:37,IP Address,100,1793,True,3/17/25 13:37,R_17bCsAmACj3dhyF,anonymous,EN,0.899999976,,0,0,,Agree,Female,November,27,2015,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Harrisburg ,PA,Yes,iPhone,Yes,Yes,No,,7 days,More than 2 hours,,cartoons and many more animation,it is quite better,A great deal,A lot,A lot,A lot,A great deal,nothing to worry,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,7dZMSjn3v6HH9lGfARfsgp,36661704,1449,,Complete
3/17/25 13:46,3/17/25 13:50,IP Address,100,247,True,3/17/25 13:50,R_3ro15P6qFlvbb2d,anonymous,EN,1,,0,0,,Agree,Female,January,27,2016,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater", Loudoun County,Virginia,Yes,iPhone,Yes,Yes,No,,7 days,1.5 hours or less,,KIDS,,A great deal,A lot,A lot,A lot,A lot,NA,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3nMyX8E4ugpfsBvPeNZs9D,36661704,1449,,Complete
3/17/25 13:56,3/17/25 13:58,IP Address,100,127,True,3/17/25 13:58,R_3wNuOc4NfoHNAM3,anonymous,EN,0.899999976,,0,0,,Agree,Male,August,3,2017,,,,Hispanic or Latino/a,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$75,000 through $99,999",Nevada ,NV,Yes,iPhone,Yes,Yes,Yes,YouTube kid ,7 days,45 minutes or less,,SpongeBob ,Happy and engaged ,A great deal,A great deal,A great deal,A lot,A great deal,Nope ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3G5XgDiBtE3yIH8Bi1R8fa,36661704,1449,,Complete
3/17/25 14:01,3/17/25 14:06,IP Address,100,324,True,3/17/25 14:06,R_1su30ej8UEoDWmd,anonymous,EN,0.899999976,,0,0,,Agree,Male,May,5,2012,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Califonia,Washington,Yes,iPhone,Yes,Yes,No,controls,3 days,1 hour or less,,Ryan's World,"After watching YouTube, my child tends to be more energetic and talkative, often repeating things they saw. Sometimes, they become impationt when transitioning to other activities.",A lot,A great deal,A lot,A lot,A lot,"Yes, I have had concerns, especially with unexpected ads or videos that seem kid-friendly but include inappropriate language or themes.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5yHMXyWUqY9LXoe2TMckpT,36661704,1449,,Complete
3/17/25 13:40,3/17/25 14:12,IP Address,100,1881,True,3/17/25 14:12,R_1dE14A6dUQzc21p,anonymous,EN,1,,0,20,,Agree,Male,December,31,2012,,Asian,,,,,,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Wellesley,MA,Yes,iPhone,No,,,,7 days,1 hour or less,,music,I hope they can spend less time on youtube,A little,A little,A moderate amount,A lot,A moderate amount,no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6WO4zIF1I8o8whjUGUDtXf,36661704,1449,,Complete
3/17/25 14:18,3/17/25 14:22,IP Address,100,233,True,3/17/25 14:22,R_6meltfF4cxfxXYk,anonymous,EN,0.899999976,,0,0,,Agree,Female,February,28,2012,,,,Hispanic or Latino/a,,,White,,,Less than high school,High school degree or equivalent,"$5,000 through $11,999",Robstown,Tx,No,Android tablet,Yes,No,No,,7 days,More than 2 hours,,Not very sure ,Nope she's a good kid ,A great deal,A moderate amount,A great deal,A lot,A great deal,No I have not ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5ezSInwLfgNLYfwqA1YOMF,36661704,1449,,Complete
3/17/25 14:17,3/17/25 14:22,IP Address,100,287,True,3/17/25 14:22,R_1Kkw7ChBPOLd7Vv,anonymous,EN,0.800000012,,0,0,,Agree,Male,July,23,2013,,,,,,,White,,,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",Shelby,North Carolina,No,Android tablet,No,,Yes,Video and search content,5 days,2 hours or less,,E-games mindcraft or fortnight ,No just might be Lil more hyper.,A great deal,A great deal,A great deal,A lot,A great deal,Nothing really,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,19eQ5Q7fEG1Vl7Zh12y1Mj,36661704,1449,,Complete
3/17/25 14:20,3/17/25 14:24,IP Address,100,222,True,3/17/25 14:24,R_1PsIzR0VfpzPbJH,anonymous,EN,0.699999988,,0,0,,Agree,Male,June,14,2011,,,,,,,White,,,Some college,"Bachelor's degree (e.g. BA, BS)","$35,000 through $49,999",Lubbock,Texas,Yes,iPhone,Yes,No,No,,7 days,More than 2 hours,,Mr beast,Nothing has really changed ,A moderate amount,A little,A moderate amount,A lot,A lot,I have not,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1XAIwlryCKNZY2r9AZGdGa,36661704,1449,,Complete
3/17/25 14:25,3/17/25 14:31,IP Address,100,359,True,3/17/25 14:31,R_1YFVDrhbzT5gyDC,anonymous,EN,1,,0,0,,Agree,Female,October,26,2018,,,Black or African American,,,,,,,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",louisiana,louisiana,Yes,iPhone,No,No,No,,2 days,45 minutes or less,,crystal linegamerz,My daughter feels bubbly and hyper.,A moderate amount,A great deal,A moderate amount,A lot,A moderate amount,Not at all,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,7ddOEj5ykKNT5FUAIiqWA4,36661704,1449,,Complete
3/17/25 14:25,3/17/25 14:32,IP Address,100,400,True,3/17/25 14:32,R_79tOLhYrOG3MHEW,anonymous,EN,0.699999988,,0,0,,Agree,Female,March,5,2015,,,Black or African American,,,,White,,,High school degree or equivalent,High school degree or equivalent,"$25,000 through $34,999",Fayetteville ,Nc,Yes,iPad tablet,No,No,Yes,Age restrictions ,7 days,2 hours or less,,Gamers ,Nothing has happened to be concerned about. ,A moderate amount,A lot,A lot,A lot,A moderate amount,Not that I can recall. ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6Y6d0uhrdBIv95wFagXfoz,36661704,1449,,Complete
3/17/25 14:29,3/17/25 14:36,IP Address,100,414,True,3/17/25 14:36,R_3iZynIQRJaBjyjT,anonymous,EN,1,,0,0,,Agree,Female,August,10,2015,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",south carolina,south carolina,Yes,Android tablet,Yes,Yes,Yes,Under parental control,7 days,2 hours or less,,Cartoon,"After time on YouTube, my child is more distracted and less engaged with family and activities.",A great deal,A great deal,A great deal,A lot,A great deal,"Excessive swearing, innppropriate language, and hateful speech.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1ASVetrkm7dPfQzaJP5KSW,36661704,1449,,Complete
3/17/25 15:03,3/17/25 15:07,IP Address,100,246,True,3/17/25 15:07,R_7HuJUCigDk55GmT,anonymous,EN,0.899999976,,0,0,,Agree,Male,July,6,2013,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$35,000 through $49,999",Florida,FL,Yes,iPad tablet,No,Yes,Yes,YES,5 days,1 hour or less,,cartoon,none,A lot,A lot,A great deal,A lot,A lot,this should be controled,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,22Xs2qH1HLTqmhN387Jeyn,36661704,1449,,Complete
3/17/25 15:23,3/17/25 15:26,IP Address,100,204,True,3/17/25 15:26,R_6iHjsc7b1sbUrcd,anonymous,EN,0.800000012,,0,0,,Agree,Male,August,13,2013,,,Black or African American,,,,,,,High school degree or equivalent,High school degree or equivalent,"$5,000 through $11,999",New Jersey ,Nj,Yes,Android tablet,No,No,No,,4 days,1 hour or less,,Kai cenat,Much more happy ,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,No I haven't ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6kynHqeiP36stZShw4H7Td,36661704,1449,,Complete
3/17/25 15:32,3/17/25 15:35,IP Address,100,183,True,3/17/25 15:35,R_6MlMWM2xVNHemrH,anonymous,EN,0.899999976,,0,0,,Agree,Female,September,15,2014,,,Black or African American,,,,,,,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",Portsmouth ,VA,Yes,iPad tablet,No,No,No,,7 days,More than 2 hours,,Prince Family,No,A lot,A lot,A lot,A lot,A lot,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2HSkq9niSqGgovYrq1Xd4O,36661704,1449,,Complete
3/17/25 15:42,3/17/25 15:47,IP Address,100,259,True,3/17/25 15:47,R_6n6Ot041lrNEDWS,anonymous,EN,0.600000024,,0,10,,Agree,Male,June,1,2014,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Seattle ,WA,No,Android phone,No,No,No,,7 days,2 hours or less,,Mr Beast ,My child usually tries to imitate what he watches,A great deal,A great deal,A great deal,A lot,A great deal,There's no ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,115QpR7AXG4ceScNziU4CM,36661704,1449,,Complete
3/17/25 15:51,3/17/25 15:58,IP Address,100,390,True,3/17/25 15:58,R_51cUTT3mbYctLMt,anonymous,EN,1,,0,0,,Agree,Female,October,21,2014,,,,Hispanic or Latino/a,,,,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$12,000 through $15,999",Estados Unidos,tennessee,Yes,iPad tablet,No,No,Yes,you tube parental control,4 days,More than 2 hours,,steve T,Nothing ,A lot,A lot,A little,A lot,A little,Well I see some videos with violence but I can not remember the channels or videos.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3NjEqcYxnULS5VV3WylKkh,36661704,1449,,Complete
3/17/25 16:10,3/17/25 16:13,IP Address,100,186,True,3/17/25 16:13,R_3DIo3OsdSnTLRa9,anonymous,EN,1,,0,0,,Agree,Male,September,6,2014,,Asian,,,,,,,,Doctoral degree,Doctoral Degree,"$100,000 or greater",Denville,NJ,Yes,iPad tablet,No,,,,7 days,45 minutes or less,,There are many channels,Become more screen time dependent,A lot,A lot,A moderate amount,A lot,A lot,I don't have these,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6pV5H3RVLBTslmGnHf7JkZ,36661704,1449,,Complete
3/17/25 16:07,3/17/25 16:13,IP Address,100,364,True,3/17/25 16:13,R_70UTV5OWzZxMXim,anonymous,EN,1,,0,0,,Agree,Female,April,7,2016,,,Black or African American,,,,,,,Less than high school,Less than high school,"Less than $5,000",Jacksonville,Fl,Yes,Android tablet,Yes,Yes,Yes,parent lock,7 days,More than 2 hours,,flmingo,good,A moderate amount,A moderate amount,A lot,A lot,A lot,not so far,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3i7tofp3nPtaVhwvWhOPJE,36661704,1449,,Complete
3/17/25 16:05,3/17/25 16:13,IP Address,100,512,True,3/17/25 16:13,R_6aEIdD8NlmM6hJk,anonymous,EN,0.800000012,,0,0,,Agree,Male,February,11,2017,,Asian,,,,,,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",boston,MA,Yes,iPhone,No,No,No,na,1 day,30 minutes or less,,cartoon,nothing,A lot,A great deal,A great deal,A lot,A great deal,nothimg,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6flLq1oSpucWS9mo7d3aJq,36661704,1449,,Complete
3/17/25 16:17,3/17/25 16:19,IP Address,100,100,True,3/17/25 16:19,R_6lh9MOVglOvL8Nr,anonymous,EN,0.899999976,,0,0,,Agree,Male,January,1,2011,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Boston,MA,No,Android phone,Yes,Yes,No,,6 days,1 hour or less,,Not sure,"Not sure , i have no comment ",A lot,A great deal,A great deal,A lot,A great deal,"Not sure , i have no comment ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2qyZXjhcbwqfoXYkK6CF1t,36661704,1449,,Complete
3/17/25 16:25,3/17/25 16:28,IP Address,100,213,True,3/17/25 16:28,R_6iEpsWtjsAio0db,anonymous,EN,0.800000012,,0,0,,Agree,Female,October,22,2015,,,,Hispanic or Latino/a,,,,,,High school degree or equivalent,High school degree or equivalent,"$25,000 through $34,999",Long Beach ,California,Yes,Android phone,No,No,No,,7 days,1 hour or less,,Mr Ballen,No,A lot,A great deal,A little,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3S8pi0SZwtCUACDI9EZOcP,36661704,1449,,Complete
3/17/25 16:26,3/17/25 16:31,IP Address,100,296,True,3/17/25 16:31,R_5vmj5g0JScOVIcx,anonymous,EN,1,,0,0,,Agree,Male,June,11,2017,,,,,,,White,,,Doctoral degree,Doctoral Degree,"$100,000 or greater",Bloomington,IN,No,iPad tablet,No,,No,,2 days,45 minutes or less,,Sesame Street,nothing,A little,A lot,A lot,A lot,A moderate amount,"no, no problems, we really limit access",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,129wVzT3zLXahI003PktwE,36661704,1449,,Complete
3/17/25 15:55,3/17/25 16:33,IP Address,100,2316,True,3/17/25 16:33,R_1JNU833oa8rKWEV,anonymous,EN,0.800000012,,0,0,,Agree,Male,June,22,2017,,,,,,,White,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",Philadelphia,PA,No,iPad tablet,Yes,Yes,Yes,No immoral material,4 days,45 minutes or less,,Looney Tunes,Sometimes he acts jittery. ,A lot,A lot,A moderate amount,A lot,A moderate amount,Sometimes an ad for a violent movie is shown periodically. ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0i6XWmp7lZERfK7KDASAlT,36661704,1449,,Complete
3/17/25 16:14,3/17/25 16:33,IP Address,100,1175,True,3/17/25 16:33,R_1Mb5RNSrMzw9USh,anonymous,EN,0.600000024,,0,0,,Agree,Female,February,3,2014,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Chicago,Illinois,Yes,Android phone,Yes,Yes,No,,5 days,45 minutes or less,,Elon musk,Not really they are being influenced positivel,A great deal,A great deal,A lot,A lot,A great deal,Not really I have not experienced any so far,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,7hKfeituM8lb0lO8TeZAyI,36661704,1449,,Complete
3/17/25 16:42,3/17/25 16:48,IP Address,100,305,True,3/17/25 16:48,R_6psxaPcBPQaZIwd,anonymous,EN,0.899999976,,0,0,,Agree,Male,November,5,2012,,,Black or African American,,,,,,,Some college,Some college,"$25,000 through $34,999",Dallas ,Texas,Yes,iPhone,Yes,Yes,No,,6 days,More than 2 hours,,Itsfunny ,She has good behavior after watching YouTube ,A lot,A lot,A lot,A lot,A moderate amount,None,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1RNXhzFfTKXyWm22F01vFo,36661704,1449,,Complete
3/17/25 16:45,3/17/25 16:48,IP Address,100,165,True,3/17/25 16:48,R_19mt47hAxArCqwF,anonymous,EN,0.899999976,,0,0,,Agree,Female,May,22,2015,,,,Hispanic or Latino/a,,,,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Turlock ,CA,Yes,Android phone,Yes,Yes,No,,7 days,More than 2 hours,,Blupi,Relaxed,A great deal,A great deal,A great deal,A lot,A great deal,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0aMmpevVWMk9R4asZ86Szd,36661704,1449,,Complete
3/17/25 16:50,3/17/25 16:54,IP Address,100,263,True,3/17/25 16:54,R_7ngFqmXhu39fY7T,anonymous,EN,1,,0,0,,Agree,Female,December,22,2014,,,Black or African American,,,,,,,Some college,Some college,"$25,000 through $34,999",Houston ,Tx,Yes,iPhone,No,No,Yes,Songs and videos that are watched ,7 days,1.5 hours or less,,Cartoons and dancing dolls ,No concerns ,A great deal,A great deal,A lot,A lot,A lot,None ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0cksCkRYiCmw675oRVtGLe,36661704,1449,,Complete
3/17/25 16:49,3/17/25 16:56,IP Address,100,436,True,3/17/25 16:56,R_7Rw3EcTOhfkxXz8,anonymous,EN,0.800000012,,0,0,,Agree,Male,July,21,2012,,,,,,,White,,,High school degree or equivalent,High school degree or equivalent,"$50,000 through $74,999",Kansas city ,Mo,Yes,Android phone,Yes,No,Yes,Just a few different ones.,7 days,More than 2 hours,,Mr. Beast,Hes hapoy.,A great deal,A great deal,A great deal,A lot,A great deal,happy.. just kids being mean.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4A39ukeCnnaTMNNMAC2xcX,36661704,1449,,Complete
3/17/25 16:55,3/17/25 17:01,IP Address,100,351,True,3/17/25 17:01,R_3CbpTk90vPyvjvX,anonymous,EN,0.899999976,,0,0,,Agree,Female,September,21,2015,,,,,,,White,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",hennessey,oklahoma,Yes,Android tablet,Yes,Yes,Yes,because yes,3 days,45 minutes or less,,mrs beast,very good,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,i liked,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1vVgfQ00kGsgXxBe9kOntN,36661704,1449,,Complete
3/17/25 16:57,3/17/25 17:04,IP Address,100,421,True,3/17/25 17:04,R_5gAQoOUSVhrdFaX,anonymous,EN,1,,0,0,,Agree,Male,April,14,2016,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$75,000 through $99,999",Madison,WI,Yes,Android tablet,No,No,Yes,Amazon parental controls,7 days,15 minutes or less,,DanTDM,He is usually excited to share a funny video with me that he enjoyed.,A moderate amount,A little,A little,A lot,A little,I have not experienced this because my children do not have access to non-child friendly content.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5qd81s2HTTEY9RmJKy6mxS,36661704,1449,,Complete
3/17/25 17:03,3/17/25 17:08,IP Address,100,266,True,3/17/25 17:08,R_1Ijd41RHWHhKJhC,anonymous,EN,0.899999976,,0,0,,Agree,Male,November,13,2015,,,,,,,White,,,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",Pittsfield,NH,Yes,Android tablet,No,,No,,5 days,2 hours or less,,mincraft,no none,A moderate amount,A little,A lot,A lot,A little,none,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,74ZiMc1bWZ6tFVtK8EimqW,36661704,1449,,Complete
3/17/25 17:01,3/17/25 17:09,IP Address,100,477,True,3/17/25 17:09,R_3Osl92ORfiheATf,anonymous,EN,0.899999976,,0,0,,Agree,Male,October,1,2015,,,,Hispanic or Latino/a,,,,,,Less than high school,Less than high school,"$100,000 or greater",pittsburgh,PA,Yes,Android phone,Yes,Yes,Yes,,7 days,1 hour or less,,savrina carpenter,enjoys and happy,A moderate amount,A lot,A great deal,A lot,A great deal,no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,7e5EGlg4rJUXGK4ifzSBMG,36661704,1449,,Complete
3/17/25 17:13,3/17/25 17:16,IP Address,100,187,True,3/17/25 17:16,R_3GcoH7FGmUZ4sAV,anonymous,EN,0.699999988,,0,0,,Agree,Male,June,7,2014,,,,,,,,,Multiracial,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",Minneapolis ,MN,Yes,iPhone,Yes,Yes,No,,7 days,2 hours or less,,Ninja ,Nothing he's the same little boy. ,A great deal,A great deal,A great deal,A lot,A great deal,I haven't noticed anything ,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6pAVPuOeEzQ6BorDRyrrku,36661704,1449,,Complete
3/17/25 17:22,3/17/25 17:27,IP Address,100,282,True,3/17/25 17:27,R_34Ae6CCewIy5a8Y,anonymous,EN,1,,0,0,,Agree,Female,June,6,2017,,,,,,,White,,,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",berlin,wi,Yes,Android tablet,Yes,Yes,No,,4 days,1 hour or less,,cartoon,talkative,A moderate amount,A lot,A moderate amount,A lot,A great deal,no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6scUTpVGbb5DdE9nFNw1IC,36661704,1449,,Complete
3/17/25 17:29,3/17/25 17:31,IP Address,100,133,True,3/17/25 17:31,R_3p5mSzFgCMz8YxP,anonymous,EN,0.899999976,,0,0,,Agree,Female,February,11,2011,,,,,,,White,,,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Grand Rapids,Mi,Yes,iPhone,No,No,No,,None,0 minutes,,NA,No,A little,A little,A little,A lot,A little,Ifk,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1FaDwhICIljaW8KntakEx5,36661704,1449,,Complete
3/17/25 17:20,3/17/25 17:34,IP Address,100,846,True,3/17/25 17:34,R_6Lj8Vqn8u4kSyBx,anonymous,EN,1,,0,0,,Agree,Male,March,10,2014,,,,,,,White,,,"Master's degree (e.g. MA, MS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Elmhurst,Illinois,Yes,iPad tablet,Yes,Yes,Yes,I have full control to my child kids account ,7 days,More than 2 hours,,Mr Beast is my child's favourite,She tries things in real life what she has seen on youtube,A great deal,A lot,A great deal,A lot,A lot,So far I do not have much concerns about the contents that my child watch on youtube because I get to decide what she is gonna watch,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,016mQH35hdn4eUBNLxXLSB,36661704,1449,,Complete
