StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
2025-03-17 15:47:07,2025-03-17 15:49:46,IP Address,172.58.133.34,100,158,True,2025-03-17 15:49:46,R_6DT8QXuu1eY2cxP,,,,,25.8153,-80.3577,anonymous,EN,YES,10,7 days,2 hours or less,Gaming/Let's Play,,7 days,2 hours or less,Really agree,Really agree,Really agree,Really agree,"Mr Beast ",Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,115QpR7AXG4ceScNziU4CM,36661704,1449
2025-03-17 15:58:10,2025-03-17 16:02:24,IP Address,76.122.218.53,100,253,True,2025-03-17 16:02:26,R_1u5wDn7hv2ncS6R,,,,,36.3834,-86.4512,anonymous,EN,YES,10,4 days,2 hours or less,Vlogs,,4 days,2 hours or less,Disagree,Neither agree nor disagree,Disagree,Disagree,Steve T,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3NjEqcYxnULS5VV3WylKkh,36661704,1449
2025-03-17 16:13:17,2025-03-17 16:16:19,IP Address,69.123.117.144,100,182,True,2025-03-17 16:16:20,R_3w50Wnb3fbDB5h7,,,,,40.7879,-74.3882,anonymous,EN,YES,10,7 days,45 minutes or less,Gaming/Let's Play,,6 days,15 minutes or less,Neither agree nor disagree,Disagree,Agree,Disagree,Mr. Beast,I don't know,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Agree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6pV5H3RVLBTslmGnHf7JkZ,36661704,1449
2025-03-17 16:13:55,2025-03-17 16:16:21,IP Address,73.119.174.80,100,146,True,2025-03-17 16:16:22,R_7NblXk2SaoSltF9,,,,,42.1398,-71.5162,anonymous,EN,YES,8,1 day,,,,,,Really agree,Really agree,Agree,Really agree,riva,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,I don't know,Really agree,Agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6flLq1oSpucWS9mo7d3aJq,36661704,1449
2025-03-17 16:13:54,2025-03-17 16:18:21,IP Address,,100,266,True,2025-03-17 16:18:21,R_6TFQlMQA4ozMx7w,,,,,,,anonymous,EN,YES,9,7 days,More than 2 hours,Makeup/Fashion,,7 days,30 minutes or less,Agree,Agree,Really disagree,Agree,no favorite,Disagree,Disagree,Disagree,Disagree,Disagree,I don't know,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,3i7tofp3nPtaVhwvWhOPJE,36661704,1449
2025-03-17 16:19:16,2025-03-17 16:20:24,IP Address,167.253.80.71,100,67,True,2025-03-17 16:20:24,R_6CWxUg2ulxOOHxT,,,,,37.751,-97.822,anonymous,EN,YES,13,6 days,1.5 hours or less,Gaming/Let's Play,,6 days,1.5 hours or less,Agree,Really agree,Agree,Agree,"Not sure , i have no comment ",Agree,Agree,Really agree,Agree,Really agree,Agree,I don't know,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Agree,Really agree,Often,More people who DO have the same skin color as me,Agree,Neither agree nor disagree,Really agree,Really agree,Agree,Really agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2qyZXjhcbwqfoXYkK6CF1t,36661704,1449
2025-03-17 16:28:52,2025-03-17 16:34:13,IP Address,96.41.79.183,100,320,True,2025-03-17 16:34:13,R_5m9nOwj87Np4MGi,,,,,33.784,-118.1854,anonymous,EN,YES,9,7 days,1.5 hours or less,Gaming/Let's Play,,7 days,1 hour or less,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,MrBallen,Really disagree,Really disagree,Agree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree,I don't know,I don't know,I don't know,I don't know,Agree,Disagree,Rarely,I don't know,Really disagree,Really disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3S8pi0SZwtCUACDI9EZOcP,36661704,1449
2025-03-17 16:33:50,2025-03-17 16:36:06,IP Address,,100,135,True,2025-03-17 16:36:06,R_1pMlwhDXEQVagRb,,,,,,,anonymous,EN,YES,7,4 days,30 minutes or less,Other,Cartoons,3 days,30 minutes or less,,,,,PBS Kids,Agree,Agree,Agree,I don't know,I don't know,I don't know,Agree,Agree,I don't know,I don't know,I don't know,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,0i6XWmp7lZERfK7KDASAlT,36661704,1449
2025-03-17 16:31:33,2025-03-17 16:36:22,IP Address,73.103.197.120,100,288,True,2025-03-17 16:36:22,R_19zDyGKJ0X3oHyp,,,,,39.1215,-86.5784,anonymous,EN,YES,7,3 days,30 minutes or less,Educational,,1 day,15 minutes or less,Disagree,Agree,Really disagree,Disagree,Big Bird,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,I don't know,Disagree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Never,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Agree,Agree,Agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,129wVzT3zLXahI003PktwE,36661704,1449
2025-03-17 16:33:55,2025-03-17 16:48:58,IP Address,172.56.66.28,100,903,True,2025-03-17 16:48:59,R_5OVGjhW86mGkkyl,,,,,33.8923,-84.2545,anonymous,EN,YES,10,5 days,1 hour or less,Educational,,5 days,45 minutes or less,Agree,Agree,Agree,Really agree,HassaH-educate,Agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Disagree,Really agree,Often,I don't know,Really disagree,Really disagree,Agree,Really disagree,Agree,Disagree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7hKfeituM8lb0lO8TeZAyI,36661704,1449
2025-03-17 16:48:04,2025-03-17 16:52:13,IP Address,174.244.51.168,100,249,True,2025-03-17 16:52:13,R_650fK5NNGk9viOl,,,,,32.8261,-96.835,anonymous,EN,YES,12,7 days,1.5 hours or less,Gaming/Let's Play,,3 days,30 minutes or less,Agree,Agree,Agree,Agree,Itsfunny,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1RNXhzFfTKXyWm22F01vFo,36661704,1449
2025-03-17 16:48:16,2025-03-17 16:57:24,IP Address,172.56.169.128,100,547,True,2025-03-17 16:57:24,R_5CCxuQ8iBjkzzZU,,,,,38.4799,-121.4451,anonymous,EN,YES,9,7 days,More than 2 hours,Educational,,7 days,More than 2 hours,Really agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Blupi,Really agree,Really agree,Agree,Agree,Agree,Really agree,Agree,I don't know,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,I don't know,Very often,More people who DO have the same skin color as me,Really agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0aMmpevVWMk9R4asZ86Szd,36661704,1449
2025-03-17 16:54:36,2025-03-17 16:59:01,IP Address,75.217.121.183,100,264,True,2025-03-17 16:59:01,R_6prx75feZMOsAA4,,,,,29.7495,-95.4703,anonymous,EN,YES,11,7 days,2 hours or less,Other,"Dancing and cheerleading videos ",6 days,45 minutes or less,Disagree,Agree,Neither agree nor disagree,Really agree,"Dancing dolls ",Agree,Agree,Agree,I don't know,Agree,I don't know,Really agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,I don't know,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Really agree,Neither agree nor disagree,Really disagree,Really agree,Agree,Really agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0cksCkRYiCmw675oRVtGLe,36661704,1449
2025-03-17 16:56:53,2025-03-17 17:02:11,IP Address,136.35.183.252,100,318,True,2025-03-17 17:02:12,R_3Yidf4Ag5ML6glX,,,,,39.2102,-94.6372,anonymous,EN,YES,12,7 days,1 hour or less,Gaming/Let's Play,,7 days,1 hour or less,Really disagree,Neither agree nor disagree,Really disagree,Agree,Mr. Beast,Agree,Agree,Agree,Disagree,Disagree,Disagree,Really agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Disagree,Disagree,Really agree,Disagree,Agree,Neither agree nor disagree,Disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4A39ukeCnnaTMNNMAC2xcX,36661704,1449
2025-03-17 17:01:47,2025-03-17 17:03:30,IP Address,,100,102,True,2025-03-17 17:03:30,R_7ff9CODnYNXL8nn,,,,,,,anonymous,EN,YES,9,4 days,1 hour or less,Vlogs,,4 days,45 minutes or less,,,,,nailea devora,I don't know,Agree,I don't know,Agree,I don't know,I don't know,Agree,I don't know,Agree,I don't know,Agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,1vVgfQ00kGsgXxBe9kOntN,36661704,1449
2025-03-17 17:04:05,2025-03-17 17:07:30,IP Address,47.12.100.244,100,204,True,2025-03-17 17:07:31,R_6nvKZ90o0jq1EJm,,,,,43.0628,-89.3171,anonymous,EN,YES,8,7 days,30 minutes or less,Gaming/Let's Play,,Never,,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,dantdm,Disagree,Disagree,I don't know,Disagree,I don't know,Agree,Agree,Disagree,I don't know,Agree,Really agree,Agree,Agree,Agree,Agree,I don't know,Sometimes,I don't know,Disagree,Really disagree,Neither agree nor disagree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5qd81s2HTTEY9RmJKy6mxS,36661704,1449
2025-03-17 17:08:13,2025-03-17 17:12:41,IP Address,24.233.108.231,100,267,True,2025-03-17 17:12:42,R_11PazYw7AkFrEKl,,,,,43.2229,-71.332,anonymous,EN,YES,9,5 days,1.5 hours or less,Gaming/Let's Play,,6 days,45 minutes or less,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,minecraft,Agree,Agree,Agree,Disagree,Disagree,I don't know,I don't know,Disagree,I don't know,Agree,Agree,Agree,I don't know,Really agree,Agree,I don't know,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,74ZiMc1bWZ6tFVtK8EimqW,36661704,1449
2025-03-17 17:09:40,2025-03-17 17:13:42,IP Address,108.32.94.40,100,241,True,2025-03-17 17:13:42,R_7ptISpKtUGBmuOD,,,,,40.4688,-80.0872,anonymous,EN,YES,8,5 days,1 hour or less,Gaming/Let's Play,,4 days,1 hour or less,Really agree,Agree,Really agree,Agree,aeromouth,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7e5EGlg4rJUXGK4ifzSBMG,36661704,1449
2025-03-17 17:16:56,2025-03-17 17:19:31,IP Address,206.188.244.190,100,154,True,2025-03-17 17:19:31,R_77l2RwipWtqRrAl,,,,,45.5722,-94.2042,anonymous,EN,YES,10,7 days,2 hours or less,Educational,,3 days,45 minutes or less,Really disagree,Really disagree,Really disagree,Really disagree,Ninja,Really agree,Really agree,Really agree,Disagree,Agree,Agree,Really disagree,Really disagree,Really disagree,Agree,Disagree,Really disagree,Disagree,Really disagree,Agree,Really disagree,Very often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Neither agree nor disagree,Really agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6pAVPuOeEzQ6BorDRyrrku,36661704,1449
2025-03-17 17:27:38,2025-03-17 17:31:53,IP Address,71.86.193.47,100,254,True,2025-03-17 17:31:53,R_1NWeo5Vi9E8MJe9,,,,,43.7746,-88.4376,anonymous,EN,YES,8,4 days,1 hour or less,Crafts/do-it-yourself (DIY),,2 days,15 minutes or less,Really disagree,Neither agree nor disagree,Really disagree,Really disagree,none,Agree,Disagree,Really agree,Really disagree,Agree,Agree,Really disagree,I don't know,Really agree,Agree,Disagree,Agree,Really agree,Disagree,Agree,Really agree,Often,I don't know,Neither agree nor disagree,Disagree,Agree,Really disagree,Really agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6scUTpVGbb5DdE9nFNw1IC,36661704,1449
2025-03-17 17:31:48,2025-03-17 17:31:56,IP Address,,100,8,True,2025-03-17 17:31:56,R_50OcC2SQChGrhnN,,,,,,,anonymous,EN,NO,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,1FaDwhICIljaW8KntakEx5,36661704,1449
2025-03-17 17:43:16,2025-03-17 17:43:54,IP Address,,100,37,True,2025-03-17 17:43:54,R_7vVxp5LfYhWspRT,,,,,,,anonymous,EN,YES,15,2 days,,,,,,,,,,2,Disagree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Agree,Agree,I don't know,Really agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,4L3zzD8qn0FbTXxha8VpPo,36661704,1449
2025-03-17 17:34:21,2025-03-17 17:44:45,IP Address,107.77.207.38,100,623,True,2025-03-17 17:44:46,R_1ssv5i5G4G5jmgZ,,,,,41.8483,-87.6517,anonymous,EN,YES,11,7 days,More than 2 hours,Educational,,7 days,1 hour or less,Agree,Agree,Really disagree,Really agree,My favourite YouTuber is Mr Beast,Disagree,Disagree,Really agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Really agree,Agree,Agree,Really agree,Agree,Rarely,More people who DO have the same skin color as me,Disagree,Disagree,Really agree,Really disagree,Really agree,Disagree,Disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,016mQH35hdn4eUBNLxXLSB,36661704,1449
2025-03-17 17:50:05,2025-03-17 17:50:54,IP Address,,100,49,True,2025-03-17 17:50:55,R_3mVJtGIfKbf1JT4,,,,,,,anonymous,EN,YES,12,Never,,,,,,,,,,na,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,4zFIiz9jQg2FTu64TuQd8H,36661704,1449
2025-03-17 17:47:10,2025-03-17 17:51:12,IP Address,76.90.108.176,100,242,True,2025-03-17 17:51:13,R_7X1KqGpB1aIxVn5,,,,,34.0264,-117.936,anonymous,EN,YES,13,5 days,45 minutes or less,Educational,,7 days,45 minutes or less,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,"None ",Agree,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6tyWfil52fD9r7opcTMJKC,36661704,1449
2025-03-17 17:56:46,2025-03-17 18:04:25,IP Address,68.201.163.200,100,459,True,2025-03-17 18:04:26,R_1q3ltxaGSNUfEdq,,,,,32.6587,-97.1617,anonymous,EN,YES,12,3 days,1 hour or less,Gaming/Let's Play,,Never,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mr beast,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Agree,Really agree,I don't know,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Very often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1GnUDwhWSI0OlVj5DLk4AC,36661704,1449
2025-03-17 18:02:24,2025-03-17 18:07:22,IP Address,97.76.210.20,100,297,True,2025-03-17 18:07:22,R_70IBr4NhDNXXkV9,,,,,27.9875,-82.4583,anonymous,EN,YES,12,2 days,,,,,,Disagree,Really disagree,Disagree,Really disagree,Cory x,Really disagree,Disagree,Really disagree,Disagree,Really disagree,Really disagree,Disagree,Really disagree,Disagree,Agree,Really disagree,Really disagree,Disagree,Really disagree,Disagree,Really disagree,Rarely,More people who DO NOT have the same skin color as me,Really disagree,Disagree,Really disagree,Disagree,Really disagree,Disagree,Really disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,72RFASlJDmyRrNRa5DoAjW,36661704,1449
2025-03-17 18:06:10,2025-03-17 18:08:30,IP Address,,100,139,True,2025-03-17 18:08:30,R_57D1I2OI1jQaPsK,,,,,,,anonymous,EN,YES,11,4 days,1.5 hours or less,Makeup/Fashion,,3 days,1.5 hours or less,,,,,don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,6ZzhoJeuDkWo4gAdPQl01f,36661704,1449
2025-03-17 18:00:27,2025-03-17 18:12:59,IP Address,66.24.17.183,100,751,True,2025-03-17 18:12:59,R_6R8S5naG6VY8uTi,,,,,42.167,-76.8205,anonymous,EN,YES,13,7 days,1 hour or less,Educational,,7 days,30 minutes or less,Agree,Agree,Agree,Agree,Out door boys,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,I don't know,Disagree,Disagree,I don't know,Often,More people who DO have the same skin color as me,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0hAJMDqICjLiPG6QPpheJj,36661704,1449
2025-03-17 18:08:09,2025-03-17 18:13:45,IP Address,172.59.192.44,100,335,True,2025-03-17 18:13:45,R_7pdV6WbOZJhtONz,,,,,32.8754,-96.7103,anonymous,EN,YES,12,7 days,2 hours or less,Makeup/Fashion,,7 days,30 minutes or less,Really disagree,Really disagree,Really disagree,Disagree,Beyoncé,Really agree,Agree,Disagree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5Xpxm1kKDdQ8VNvueTBw7l,36661704,1449
2025-03-17 18:10:21,2025-03-17 18:16:26,IP Address,50.90.12.165,100,365,True,2025-03-17 18:16:27,R_5kHvqSOsHIvbs7c,,,,,39.7668,-86.4013,anonymous,EN,YES,11,7 days,45 minutes or less,Gaming/Let's Play,,5 days,30 minutes or less,Agree,Agree,Really disagree,Neither agree nor disagree,Soup timmy,Really disagree,Really disagree,Disagree,I don't know,Really disagree,I don't know,Disagree,I don't know,I don't know,Agree,Agree,Agree,Really agree,Disagree,Agree,I don't know,Sometimes,I don't know,Disagree,Disagree,Agree,Really disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3PlGN7ul1wVwjQQHNk3aET,36661704,1449
2025-03-17 18:33:04,2025-03-17 18:33:22,IP Address,,100,18,True,2025-03-17 18:33:22,R_7HiwtpbmX7w6Itb,,,,,,,anonymous,EN,NO,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,49ojaeLgiGa0JUGbhBGRxv,36661704,1449
2025-03-17 18:34:23,2025-03-17 18:35:21,IP Address,,100,57,True,2025-03-17 18:35:22,R_70NHgxIHKniAA57,,,,,,,anonymous,EN,YES,12,4 days,30 minutes or less,Makeup/Fashion,,5 days,1 hour or less,Agree,Really agree,Agree,Neither agree nor disagree,Dj ghost,Agree,Really agree,Agree,Really agree,I don't know,I don't know,Really agree,Agree,Agree,Really agree,I don't know,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,6O1VxuIqqMaMwVQWJhNEb6,36661704,1449
2025-03-17 18:20:50,2025-03-17 18:36:45,IP Address,174.215.112.10,100,954,True,2025-03-17 18:36:47,R_6t8XaaiBbNgChM9,,,,,47.4467,-122.2684,anonymous,EN,YES,12,7 days,1 hour or less,Gaming/Let's Play,,7 days,30 minutes or less,Disagree,Disagree,Really disagree,Agree,Ryan's World,Agree,Really agree,Really agree,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Agree,Agree,Disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2IpYEdGtwk76OKgYIMbbWt,36661704,1449
2025-03-17 18:51:44,2025-03-17 18:55:10,IP Address,98.199.118.37,100,206,True,2025-03-17 18:55:11,R_76fKIrHNvjJxBPl,,,,,30.0043,-95.1747,anonymous,EN,YES,10,7 days,45 minutes or less,Compilations,,7 days,30 minutes or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Aphmua,Disagree,Disagree,Disagree,I don't know,I don't know,Agree,I don't know,I don't know,Disagree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Often,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5g5HTqte82LvG8i9bpynUu,36661704,1449
2025-03-17 18:53:38,2025-03-17 19:08:46,IP Address,174.239.112.127,100,907,True,2025-03-17 19:08:46,R_5suLPW5m1xo6H0j,,,,,41.9025,-87.6726,anonymous,EN,YES,7,6 days,45 minutes or less,Gaming/Let's Play,,5 days,45 minutes or less,Disagree,Agree,Really agree,Disagree,brain pop,Agree,Really agree,Agree,I don't know,I don't know,Agree,I don't know,Really agree,Agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Never,More people who DO have the same skin color as me,Disagree,Really disagree,Agree,Disagree,Really agree,Agree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5k2TOnZMHsm1sfEwiyxqZQ,36661704,1449
2025-03-17 19:38:22,2025-03-17 19:42:23,IP Address,174.220.220.147,100,241,True,2025-03-17 19:42:24,R_13v8qRmNgoNXoxW,,,,,33.7696,-84.3374,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mr Beast,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Never,I don't know,Really disagree,Really disagree,Agree,Really disagree,Agree,Neither agree nor disagree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5rgmgGO375RWI9Wun6X5Ck,36661704,1449
2025-03-17 19:37:59,2025-03-17 19:44:28,IP Address,73.6.37.186,100,389,True,2025-03-17 19:44:28,R_7abWS0QPHBMAOOJ,,,,,29.7679,-94.9724,anonymous,EN,YES,13,5 days,1 hour or less,Gaming/Let's Play,,Never,,Really disagree,Really disagree,Really disagree,Disagree,Mr. Beast,Really disagree,Really disagree,Really disagree,Agree,Really disagree,I don't know,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Really disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,48Y6FIFuRH4vmlbKWS16zK,36661704,1449
