StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
3/17/25 13:28,3/17/25 13:36,IP Address,100,496,True,3/17/25 13:36,R_75sAYSg36Wn2LE6,anonymous,EN,YES,9,5 days,1 hour or less,Gaming/Let's Play,,3 days,30 minutes or less,Really disagree,Disagree,Really disagree,Disagree,"As Patricia D. Reyes (age 9), I'll respond: Stampylonghead I LOVE watching Stampylonghead's Minecraft videos! He's so funny and makes really cool tutorials!",Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Really agree,Really agree,Really agree,Agree,Agree,Really agree,Often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Disagree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1q5R9vZu9QK1rHoeCLrRA9,36661704,1449
3/17/25 13:37,3/17/25 13:39,IP Address,100,105,True,3/17/25 13:39,R_5rrn6VmSCTgY4no,anonymous,EN,YES,9,7 days,More than 2 hours,Sports,,7 days,1.5 hours or less,Neither agree nor disagree,Agree,Agree,Really agree,robolox,Really agree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Agree,I don't know,Agree,Agree,Often,More people who DO have the same skin color as me,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7dZMSjn3v6HH9lGfARfsgp,36661704,1449
3/17/25 13:50,3/17/25 13:53,IP Address,100,151,True,3/17/25 13:53,R_5zceSKi9FGqdYcY,anonymous,EN,YES,9,7 days,1.5 hours or less,Educational,,7 days,1.5 hours or less,Agree,Agree,Agree,Agree,DAUD KIM,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3nMyX8E4ugpfsBvPeNZs9D,36661704,1449
3/17/25 13:58,3/17/25 14:00,IP Address,100,101,True,3/17/25 14:00,R_6TuA7bgGQ2mAOjL,anonymous,EN,YES,8,7 days,1 hour or less,Sports,,7 days,1.5 hours or less,Agree,Really agree,Really agree,Really agree,Wwe,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Often,More people who DO NOT have the same skin color as me,Agree,Agree,Disagree,Really agree,Really agree,Really agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3G5XgDiBtE3yIH8Bi1R8fa,36661704,1449
3/17/25 14:12,3/17/25 14:18,IP Address,100,347,True,3/17/25 14:18,R_5lFaeXTUO3yoZWr,anonymous,EN,YES,12,7 days,1 hour or less,Gaming/Let's Play,,5 days,30 minutes or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Preston,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6WO4zIF1I8o8whjUGUDtXf,36661704,1449
3/17/25 14:22,3/17/25 14:26,IP Address,100,259,True,3/17/25 14:26,R_51XCIYTKvy7sQE1,anonymous,EN,YES,12,5 days,2 hours or less,Gaming/Let's Play,,3 days,1 hour or less,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Egamers,Disagree,Disagree,Really agree,Agree,Disagree,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Neither agree nor disagree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,19eQ5Q7fEG1Vl7Zh12y1Mj,36661704,1449
3/17/25 14:22,3/17/25 14:26,IP Address,100,274,True,3/17/25 14:26,R_5oonaHvcpjCHsOt,anonymous,EN,YES,14,7 days,2 hours or less,Vlogs,,7 days,1 hour or less,Agree,Agree,Really disagree,Agree,Mo dark,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Disagree,I don't know,Really disagree,Really disagree,Agree,Really disagree,Really agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Really disagree,Agree,Disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5ezSInwLfgNLYfwqA1YOMF,36661704,1449
3/17/25 14:24,3/17/25 14:31,IP Address,100,392,True,3/17/25 14:31,R_1fej5m1i6KuTcsl,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,5 days,1 hour or less,Neither agree nor disagree,Disagree,Disagree,Agree,Mr beast,Disagree,Disagree,Agree,Agree,Disagree,I don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,I don't know,Sometimes,I don't know,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1XAIwlryCKNZY2r9AZGdGa,36661704,1449
3/17/25 14:32,3/17/25 14:42,IP Address,100,598,True,3/17/25 14:42,R_1ONSvUTs47Y6BIi,anonymous,EN,YES,10,7 days,2 hours or less,Gaming/Let's Play,,7 days,1 hour or less,Really disagree,Disagree,Really disagree,Disagree,EthanGamer,Agree,Agree,Disagree,Really agree,Disagree,Agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,I don't know,Very often,I don't know,Really disagree,Really disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6Y6d0uhrdBIv95wFagXfoz,36661704,1449
3/17/25 15:07,3/17/25 15:09,IP Address,100,85,True,3/17/25 15:09,R_7S6acxQRPmkvBHU,anonymous,EN,YES,10,4 days,30 minutes or less,Gaming/Let's Play,,4 days,45 minutes or less,Agree,Agree,Really agree,Agree,nonne,Agree,Agree,Really agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Really agree,Really agree,Really agree,Agree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,22Xs2qH1HLTqmhN387Jeyn,36661704,1449
3/17/25 15:26,3/17/25 15:28,IP Address,100,127,True,3/17/25 15:28,R_7dtVVfDruX68Ype,anonymous,EN,YES,12,2 days,,,,,,Agree,Neither agree nor disagree,Agree,Agree,Kai cenat,Agree,Really agree,Agree,Agree,Really agree,Agree,Agree,Really agree,I don't know,Agree,Agree,Really agree,I don't know,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Agree,Really agree,Agree,Neither agree nor disagree,Really agree,Agree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6kynHqeiP36stZShw4H7Td,36661704,1449
3/17/25 15:35,3/17/25 15:38,IP Address,100,224,True,3/17/25 15:38,R_5spJJoSsMPte5wx,anonymous,EN,YES,10,7 days,2 hours or less,Gaming/Let's Play,,7 days,1.5 hours or less,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Prince Family,Disagree,Agree,Agree,Agree,Disagree,I don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Sometimes,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2HSkq9niSqGgovYrq1Xd4O,36661704,1449
3/17/25 15:47,3/17/25 15:49,IP Address,100,158,True,3/17/25 15:49,R_6DT8QXuu1eY2cxP,anonymous,EN,YES,10,7 days,2 hours or less,Gaming/Let's Play,,7 days,2 hours or less,Really agree,Really agree,Really agree,Really agree,Mr Beast ,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,115QpR7AXG4ceScNziU4CM,36661704,1449
3/17/25 15:58,3/17/25 16:02,IP Address,100,253,True,3/17/25 16:02,R_1u5wDn7hv2ncS6R,anonymous,EN,YES,10,4 days,2 hours or less,Vlogs,,4 days,2 hours or less,Disagree,Neither agree nor disagree,Disagree,Disagree,Steve T,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3NjEqcYxnULS5VV3WylKkh,36661704,1449
3/17/25 16:13,3/17/25 16:16,IP Address,100,182,True,3/17/25 16:16,R_3w50Wnb3fbDB5h7,anonymous,EN,YES,10,7 days,45 minutes or less,Gaming/Let's Play,,6 days,15 minutes or less,Neither agree nor disagree,Disagree,Agree,Disagree,Mr. Beast,I don't know,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Agree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6pV5H3RVLBTslmGnHf7JkZ,36661704,1449
3/17/25 16:13,3/17/25 16:16,IP Address,100,146,True,3/17/25 16:16,R_7NblXk2SaoSltF9,anonymous,EN,YES,8,1 day,,,,,,Really agree,Really agree,Agree,Really agree,riva,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,I don't know,Really agree,Agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6flLq1oSpucWS9mo7d3aJq,36661704,1449
3/17/25 16:19,3/17/25 16:20,IP Address,100,67,True,3/17/25 16:20,R_6CWxUg2ulxOOHxT,anonymous,EN,YES,13,6 days,1.5 hours or less,Gaming/Let's Play,,6 days,1.5 hours or less,Agree,Really agree,Agree,Agree,"Not sure , i have no comment ",Agree,Agree,Really agree,Agree,Really agree,Agree,I don't know,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Agree,Really agree,Often,More people who DO have the same skin color as me,Agree,Neither agree nor disagree,Really agree,Really agree,Agree,Really agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2qyZXjhcbwqfoXYkK6CF1t,36661704,1449
3/17/25 16:28,3/17/25 16:34,IP Address,100,320,True,3/17/25 16:34,R_5m9nOwj87Np4MGi,anonymous,EN,YES,9,7 days,1.5 hours or less,Gaming/Let's Play,,7 days,1 hour or less,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,MrBallen,Really disagree,Really disagree,Agree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree,I don't know,I don't know,I don't know,I don't know,Agree,Disagree,Rarely,I don't know,Really disagree,Really disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3S8pi0SZwtCUACDI9EZOcP,36661704,1449
3/17/25 16:31,3/17/25 16:36,IP Address,100,288,True,3/17/25 16:36,R_19zDyGKJ0X3oHyp,anonymous,EN,YES,7,3 days,30 minutes or less,Educational,,1 day,15 minutes or less,Disagree,Agree,Really disagree,Disagree,Big Bird,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,I don't know,Disagree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Never,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Agree,Agree,Agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,129wVzT3zLXahI003PktwE,36661704,1449
3/17/25 16:33,3/17/25 16:48,IP Address,100,903,True,3/17/25 16:48,R_5OVGjhW86mGkkyl,anonymous,EN,YES,10,5 days,1 hour or less,Educational,,5 days,45 minutes or less,Agree,Agree,Agree,Really agree,HassaH-educate,Agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Disagree,Really agree,Often,I don't know,Really disagree,Really disagree,Agree,Really disagree,Agree,Disagree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7hKfeituM8lb0lO8TeZAyI,36661704,1449
3/17/25 16:48,3/17/25 16:52,IP Address,100,249,True,3/17/25 16:52,R_650fK5NNGk9viOl,anonymous,EN,YES,12,7 days,1.5 hours or less,Gaming/Let's Play,,3 days,30 minutes or less,Agree,Agree,Agree,Agree,Itsfunny,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1RNXhzFfTKXyWm22F01vFo,36661704,1449
3/17/25 16:48,3/17/25 16:57,IP Address,100,547,True,3/17/25 16:57,R_5CCxuQ8iBjkzzZU,anonymous,EN,YES,9,7 days,More than 2 hours,Educational,,7 days,More than 2 hours,Really agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Blupi,Really agree,Really agree,Agree,Agree,Agree,Really agree,Agree,I don't know,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,I don't know,Very often,More people who DO have the same skin color as me,Really agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0aMmpevVWMk9R4asZ86Szd,36661704,1449
3/17/25 16:54,3/17/25 16:59,IP Address,100,264,True,3/17/25 16:59,R_6prx75feZMOsAA4,anonymous,EN,YES,11,7 days,2 hours or less,Other,Dancing and cheerleading videos ,6 days,45 minutes or less,Disagree,Agree,Neither agree nor disagree,Really agree,Dancing dolls ,Agree,Agree,Agree,I don't know,Agree,I don't know,Really agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,I don't know,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Really agree,Neither agree nor disagree,Really disagree,Really agree,Agree,Really agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0cksCkRYiCmw675oRVtGLe,36661704,1449
3/17/25 16:56,3/17/25 17:02,IP Address,100,318,True,3/17/25 17:02,R_3Yidf4Ag5ML6glX,anonymous,EN,YES,12,7 days,1 hour or less,Gaming/Let's Play,,7 days,1 hour or less,Really disagree,Neither agree nor disagree,Really disagree,Agree,Mr. Beast,Agree,Agree,Agree,Disagree,Disagree,Disagree,Really agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Disagree,Disagree,Really agree,Disagree,Agree,Neither agree nor disagree,Disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4A39ukeCnnaTMNNMAC2xcX,36661704,1449
3/17/25 17:04,3/17/25 17:07,IP Address,100,204,True,3/17/25 17:07,R_6nvKZ90o0jq1EJm,anonymous,EN,YES,8,7 days,30 minutes or less,Gaming/Let's Play,,Never,,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,dantdm,Disagree,Disagree,I don't know,Disagree,I don't know,Agree,Agree,Disagree,I don't know,Agree,Really agree,Agree,Agree,Agree,Agree,I don't know,Sometimes,I don't know,Disagree,Really disagree,Neither agree nor disagree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5qd81s2HTTEY9RmJKy6mxS,36661704,1449
3/17/25 17:08,3/17/25 17:12,IP Address,100,267,True,3/17/25 17:12,R_11PazYw7AkFrEKl,anonymous,EN,YES,9,5 days,1.5 hours or less,Gaming/Let's Play,,6 days,45 minutes or less,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,minecraft,Agree,Agree,Agree,Disagree,Disagree,I don't know,I don't know,Disagree,I don't know,Agree,Agree,Agree,I don't know,Really agree,Agree,I don't know,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,74ZiMc1bWZ6tFVtK8EimqW,36661704,1449
3/17/25 17:09,3/17/25 17:13,IP Address,100,241,True,3/17/25 17:13,R_7ptISpKtUGBmuOD,anonymous,EN,YES,8,5 days,1 hour or less,Gaming/Let's Play,,4 days,1 hour or less,Really agree,Agree,Really agree,Agree,aeromouth,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7e5EGlg4rJUXGK4ifzSBMG,36661704,1449
3/17/25 17:16,3/17/25 17:19,IP Address,100,154,True,3/17/25 17:19,R_77l2RwipWtqRrAl,anonymous,EN,YES,10,7 days,2 hours or less,Educational,,3 days,45 minutes or less,Really disagree,Really disagree,Really disagree,Really disagree,Ninja,Really agree,Really agree,Really agree,Disagree,Agree,Agree,Really disagree,Really disagree,Really disagree,Agree,Disagree,Really disagree,Disagree,Really disagree,Agree,Really disagree,Very often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Neither agree nor disagree,Really agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6pAVPuOeEzQ6BorDRyrrku,36661704,1449
3/17/25 17:27,3/17/25 17:31,IP Address,100,254,True,3/17/25 17:31,R_1NWeo5Vi9E8MJe9,anonymous,EN,YES,8,4 days,1 hour or less,Crafts/do-it-yourself (DIY),,2 days,15 minutes or less,Really disagree,Neither agree nor disagree,Really disagree,Really disagree,none,Agree,Disagree,Really agree,Really disagree,Agree,Agree,Really disagree,I don't know,Really agree,Agree,Disagree,Agree,Really agree,Disagree,Agree,Really agree,Often,I don't know,Neither agree nor disagree,Disagree,Agree,Really disagree,Really agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6scUTpVGbb5DdE9nFNw1IC,36661704,1449
3/17/25 17:34,3/17/25 17:44,IP Address,100,623,True,3/17/25 17:44,R_1ssv5i5G4G5jmgZ,anonymous,EN,YES,11,7 days,More than 2 hours,Educational,,7 days,1 hour or less,Agree,Agree,Really disagree,Really agree,My favourite YouTuber is Mr Beast,Disagree,Disagree,Really agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Really agree,Agree,Agree,Really agree,Agree,Rarely,More people who DO have the same skin color as me,Disagree,Disagree,Really agree,Really disagree,Really agree,Disagree,Disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,016mQH35hdn4eUBNLxXLSB,36661704,1449
3/17/25 17:47,3/17/25 17:51,IP Address,100,242,True,3/17/25 17:51,R_7X1KqGpB1aIxVn5,anonymous,EN,YES,13,5 days,45 minutes or less,Educational,,7 days,45 minutes or less,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,None ,Agree,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6tyWfil52fD9r7opcTMJKC,36661704,1449
3/17/25 17:56,3/17/25 18:04,IP Address,100,459,True,3/17/25 18:04,R_1q3ltxaGSNUfEdq,anonymous,EN,YES,12,3 days,1 hour or less,Gaming/Let's Play,,Never,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mr beast,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Agree,Really agree,I don't know,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Very often,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1GnUDwhWSI0OlVj5DLk4AC,36661704,1449
3/17/25 18:02,3/17/25 18:07,IP Address,100,297,True,3/17/25 18:07,R_70IBr4NhDNXXkV9,anonymous,EN,YES,12,2 days,,,,,,Disagree,Really disagree,Disagree,Really disagree,Cory x,Really disagree,Disagree,Really disagree,Disagree,Really disagree,Really disagree,Disagree,Really disagree,Disagree,Agree,Really disagree,Really disagree,Disagree,Really disagree,Disagree,Really disagree,Rarely,More people who DO NOT have the same skin color as me,Really disagree,Disagree,Really disagree,Disagree,Really disagree,Disagree,Really disagree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,72RFASlJDmyRrNRa5DoAjW,36661704,1449
3/17/25 18:00,3/17/25 18:12,IP Address,100,751,True,3/17/25 18:13,R_6R8S5naG6VY8uTi,anonymous,EN,YES,13,7 days,1 hour or less,Educational,,7 days,30 minutes or less,Agree,Agree,Agree,Agree,Out door boys,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,I don't know,Disagree,Disagree,I don't know,Often,More people who DO have the same skin color as me,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0hAJMDqICjLiPG6QPpheJj,36661704,1449
3/17/25 18:08,3/17/25 18:13,IP Address,100,335,True,3/17/25 18:13,R_7pdV6WbOZJhtONz,anonymous,EN,YES,12,7 days,2 hours or less,Makeup/Fashion,,7 days,30 minutes or less,Really disagree,Really disagree,Really disagree,Disagree,Beyoncé,Really agree,Agree,Disagree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5Xpxm1kKDdQ8VNvueTBw7l,36661704,1449
3/17/25 18:10,3/17/25 18:16,IP Address,100,365,True,3/17/25 18:16,R_5kHvqSOsHIvbs7c,anonymous,EN,YES,11,7 days,45 minutes or less,Gaming/Let's Play,,5 days,30 minutes or less,Agree,Agree,Really disagree,Neither agree nor disagree,Soup timmy,Really disagree,Really disagree,Disagree,I don't know,Really disagree,I don't know,Disagree,I don't know,I don't know,Agree,Agree,Agree,Really agree,Disagree,Agree,I don't know,Sometimes,I don't know,Disagree,Disagree,Agree,Really disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3PlGN7ul1wVwjQQHNk3aET,36661704,1449
3/17/25 18:20,3/17/25 18:36,IP Address,100,954,True,3/17/25 18:36,R_6t8XaaiBbNgChM9,anonymous,EN,YES,12,7 days,1 hour or less,Gaming/Let's Play,,7 days,30 minutes or less,Disagree,Disagree,Really disagree,Agree,Ryan's World,Agree,Really agree,Really agree,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Agree,Agree,Disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2IpYEdGtwk76OKgYIMbbWt,36661704,1449
3/17/25 18:51,3/17/25 18:55,IP Address,100,206,True,3/17/25 18:55,R_76fKIrHNvjJxBPl,anonymous,EN,YES,10,7 days,45 minutes or less,Compilations,,7 days,30 minutes or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Aphmua,Disagree,Disagree,Disagree,I don't know,I don't know,Agree,I don't know,I don't know,Disagree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Often,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5g5HTqte82LvG8i9bpynUu,36661704,1449
