StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Pconsent_self,gender,bday#1_1,bday#2_1,bday#3_1,race_ethnicity,P1ed,P2ed,income,city,state,device,device-type,account,ytkids,controls,controls_type,Pdays,Ptime,Ptime_9_TEXT,Pfavorite,observations,yt_opinions_1,yt_opinions_2,yt_opinions_3,yt_opinions_4,yt_opinions_5,concerns,Pconsent-child,opp,gc,term,Q_BallotBoxStuffing,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS,Child_age,Response
2025-03-17 13:31:47,2025-03-17 13:37:38,IP Address,,100,350,True,2025-03-17 13:37:39,R_5JmXKod2OVUxNt1,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,September,5,2016,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",illinois,IL,Yes,iPhone,Yes,Yes,Yes,i see his activity,7 days,1.5 hours or less,,mr beast,no he is normal,A great deal,A great deal,A great deal,A great deal,A great deal,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,1YHP1DSHT7AlZx8CLr6AUs,36661704,,,
2025-03-17 13:46:33,2025-03-17 13:50:40,IP Address,223.29.157.193,100,247,True,2025-03-17 13:50:40,R_3ro15P6qFlvbb2d,,,,,37.751,-97.822,anonymous,EN,1,,0,0,,Agree,Female,January,27,2016,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater"," Loudoun County",Virginia,Yes,iPhone,Yes,Yes,No,,7 days,1.5 hours or less,,KIDS,,A great deal,A lot,A lot,A lot,A lot,NA,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3nMyX8E4ugpfsBvPeNZs9D,36661704,1449,,Complete
2025-03-17 13:56:38,2025-03-17 13:58:46,IP Address,174.205.35.149,100,127,True,2025-03-17 13:58:46,R_3wNuOc4NfoHNAM3,,,,,32.2699,-110.9853,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,August,3,2017,"Hispanic or Latino/a,White","Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$75,000 through $99,999","Nevada ",NV,Yes,iPhone,Yes,Yes,Yes,"YouTube kid ",7 days,45 minutes or less,,"SpongeBob ","Happy and engaged ",A great deal,A great deal,A great deal,A lot,A great deal,"Nope ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3G5XgDiBtE3yIH8Bi1R8fa,36661704,1449,,Complete
2025-03-17 14:01:04,2025-03-17 14:06:28,IP Address,174.246.17.128,100,324,True,2025-03-17 14:06:28,R_1su30ej8UEoDWmd,,,,,47.104,-122.4346,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,May,5,2012,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Califonia,Washington,Yes,iPhone,Yes,Yes,No,controls,3 days,1 hour or less,,Ryan's World,"After watching YouTube, my child tends to be more energetic and talkative, often repeating things they saw. Sometimes, they become impationt when transitioning to other activities.",A lot,A great deal,A lot,A lot,A lot,"Yes, I have had concerns, especially with unexpected ads or videos that seem kid-friendly but include inappropriate language or themes.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5yHMXyWUqY9LXoe2TMckpT,36661704,1449,,Complete
2025-03-17 13:40:57,2025-03-17 14:12:19,IP Address,108.20.236.200,100,1881,True,2025-03-17 14:12:19,R_1dE14A6dUQzc21p,,,,,42.2958,-71.3018,anonymous,EN,1,,0,20,,Agree,Male,December,31,2012,Asian,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Wellesley,MA,Yes,iPhone,No,,,,7 days,1 hour or less,,music,I hope they can spend less time on youtube,A little,A little,A moderate amount,A lot,A moderate amount,no,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6WO4zIF1I8o8whjUGUDtXf,36661704,1449,,Complete
2025-03-17 14:12:32,2025-03-17 14:12:40,IP Address,,100,7,True,2025-03-17 14:12:40,R_306pBBItcH0dI4N,,,,,,,anonymous,EN,1,,0,0,,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Consent_1,,anonymous,.70,10,USA,220,2,6eiqLkjXNYdKN5Hrif1S08,36661704,,,
2025-03-17 14:18:24,2025-03-17 14:22:17,IP Address,174.246.204.20,100,233,True,2025-03-17 14:22:18,R_6meltfF4cxfxXYk,,,,,30.5154,-97.6689,anonymous,EN,0.8999999761581421,,0,0,,Agree,Female,February,28,2012,"Hispanic or Latino/a,White",Less than high school,High school degree or equivalent,"$5,000 through $11,999",Robstown,Tx,No,Android tablet,Yes,No,No,,7 days,More than 2 hours,,"Not very sure ","Nope she's a good kid ",A great deal,A moderate amount,A great deal,A lot,A great deal,"No I have not ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5ezSInwLfgNLYfwqA1YOMF,36661704,1449,,Complete
2025-03-17 14:17:41,2025-03-17 14:22:28,IP Address,174.238.114.31,100,287,True,2025-03-17 14:22:29,R_1Kkw7ChBPOLd7Vv,,,,,35.4155,-80.6143,anonymous,EN,0.800000011920929,,0,0,,Agree,Male,July,23,2013,White,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",Shelby,North Carolina,No,Android tablet,No,,Yes,Video and search content,5 days,2 hours or less,,"E-games mindcraft or fortnight ",No just might be Lil more hyper.,A great deal,A great deal,A great deal,A lot,A great deal,Nothing really,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,19eQ5Q7fEG1Vl7Zh12y1Mj,36661704,1449,,Complete
2025-03-17 14:20:56,2025-03-17 14:24:39,IP Address,207.213.181.26,100,222,True,2025-03-17 14:24:39,R_1PsIzR0VfpzPbJH,,,,,32.0321,-102.0898,anonymous,EN,0.699999988079071,,0,0,,Agree,Male,June,14,2011,White,Some college,"Bachelor's degree (e.g. BA, BS)","$35,000 through $49,999",Lubbock,Texas,Yes,iPhone,Yes,No,No,,7 days,More than 2 hours,,Mr beast,"Nothing has really changed ",A moderate amount,A little,A moderate amount,A lot,A lot,I have not,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1XAIwlryCKNZY2r9AZGdGa,36661704,1449,,Complete
2025-03-17 14:24:29,2025-03-17 14:29:13,IP Address,,100,284,True,2025-03-17 14:29:13,R_5OugD6zWNFNkuLD,,,,,,,anonymous,EN,0.699999988079071,,0,0,,Agree,Female,June,23,2013,Black or African American,Less than high school,Less than high school,"$12,000 through $15,999",Dallas,Texas,Yes,Android phone,Yes,Yes,Yes,,6 days,2 hours or less,,Tom and jerry,"Nothing wrong ",A great deal,A great deal,A great deal,A great deal,A great deal,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,1eNiGlEVPZnNuyqcov18h3,36661704,,,
2025-03-17 14:25:43,2025-03-17 14:31:42,IP Address,68.11.30.250,100,359,True,2025-03-17 14:31:43,R_1YFVDrhbzT5gyDC,,,,,29.9495,-89.9621,anonymous,EN,1,,0,0,,Agree,Female,October,26,2018,Black or African American,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",louisiana,louisiana,Yes,iPhone,No,No,No,,2 days,45 minutes or less,,crystal linegamerz,My daughter feels bubbly and hyper.,A moderate amount,A great deal,A moderate amount,A lot,A moderate amount,Not at all,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,7ddOEj5ykKNT5FUAIiqWA4,36661704,1449,,Complete
2025-03-17 14:25:39,2025-03-17 14:32:20,IP Address,152.117.98.37,100,400,True,2025-03-17 14:32:20,R_79tOLhYrOG3MHEW,,,,,35.0597,-79.0058,anonymous,EN,0.699999988079071,,0,0,,Agree,Female,March,5,2015,"Black or African American,White",High school degree or equivalent,High school degree or equivalent,"$25,000 through $34,999","Fayetteville ",Nc,Yes,iPad tablet,No,No,Yes,"Age restrictions ",7 days,2 hours or less,,"Gamers ","Nothing has happened to be concerned about. ",A moderate amount,A lot,A lot,A lot,A moderate amount,"Not that I can recall. ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6Y6d0uhrdBIv95wFagXfoz,36661704,1449,,Complete
2025-03-17 14:26:43,2025-03-17 14:34:51,IP Address,,100,488,True,2025-03-17 14:34:52,R_1rpBXBSgEuxHEdT,,,,,,,anonymous,EN,0.800000011920929,,0,30,,Agree,Male,January,23,2014,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater","San Antonio ",TX,Yes,iPad tablet,No,No,No,none,5 days,45 minutes or less,,movie,None,A great deal,A great deal,A lot,A great deal,A great deal,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,2CQYywVazdLGWEYbK6n2AO,36661704,,,
2025-03-17 14:32:25,2025-03-17 14:35:02,IP Address,,100,157,True,2025-03-17 14:35:02,R_3X0LyltOSHk1SyB,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,August,9,2011,"Asian,White",Some college,Some college,"$75,000 through $99,999",St paul,Mn,Yes,iPad tablet,No,Yes,Yes,Parental,4 days,45 minutes or less,,Bluey,She’s fine,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,5Z7rWX78EV17kgdE6r9JDo,36661704,,,
2025-03-17 14:29:05,2025-03-17 14:36:00,IP Address,174.195.85.101,100,414,True,2025-03-17 14:36:00,R_3iZynIQRJaBjyjT,,,,,37.7958,-122.4203,anonymous,EN,1,,0,0,,Agree,Female,August,10,2015,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",south carolina,south carolina,Yes,Android tablet,Yes,Yes,Yes,Under parental control,7 days,2 hours or less,,Cartoon,"After time on YouTube, my child is more distracted and less engaged with family and activities.",A great deal,A great deal,A great deal,A lot,A great deal,"Excessive swearing, innppropriate language, and hateful speech.",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1ASVetrkm7dPfQzaJP5KSW,36661704,1449,,Complete
2025-03-17 15:03:29,2025-03-17 15:07:35,IP Address,172.56.76.191,100,246,True,2025-03-17 15:07:36,R_7HuJUCigDk55GmT,,,,,28.4883,-81.4061,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,July,6,2013,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$35,000 through $49,999",Florida,FL,Yes,iPad tablet,No,Yes,Yes,YES,5 days,1 hour or less,,cartoon,none,A lot,A lot,A great deal,A lot,A lot,this should be controled,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,22Xs2qH1HLTqmhN387Jeyn,36661704,1449,,Complete
2025-03-17 15:03:44,2025-03-17 15:07:43,IP Address,,100,239,True,2025-03-17 15:07:44,R_1Dl6HlFJktYIgkV,,,,,,,anonymous,EN,0.8999999761581421,,0,25,,Agree,Female,May,5,2013,White,,,"$100,000 or greater",florida,florida,Yes,Android phone,Yes,Yes,No,Youtube account,4 days,More than 2 hours,,cartoon,No,A great deal,A great deal,A great deal,A great deal,A great deal,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,3hiJu467PBqivwyGAWsi8Q,36661704,,,
2025-03-17 15:23:01,2025-03-17 15:26:26,IP Address,73.248.230.109,100,204,True,2025-03-17 15:26:26,R_6iHjsc7b1sbUrcd,,,,,40.6105,-74.2813,anonymous,EN,0.800000011920929,,0,0,,Agree,Male,August,13,2013,Black or African American,High school degree or equivalent,High school degree or equivalent,"$5,000 through $11,999","New Jersey ",Nj,Yes,Android tablet,No,No,No,,4 days,1 hour or less,,Kai cenat,"Much more happy ",A moderate amount,A lot,A moderate amount,A lot,A moderate amount,"No I haven't ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6kynHqeiP36stZShw4H7Td,36661704,1449,,Complete
2025-03-17 15:32:02,2025-03-17 15:35:05,IP Address,75.249.248.229,100,183,True,2025-03-17 15:35:06,R_6MlMWM2xVNHemrH,,,,,36.7969,-76.1797,anonymous,EN,0.8999999761581421,,0,0,,Agree,Female,September,15,2014,Black or African American,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999","Portsmouth ",VA,Yes,iPad tablet,No,No,No,,7 days,More than 2 hours,,Prince Family,No,A lot,A lot,A lot,A lot,A lot,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2HSkq9niSqGgovYrq1Xd4O,36661704,1449,,Complete
2025-03-17 15:42:46,2025-03-17 15:47:06,IP Address,172.58.133.34,100,259,True,2025-03-17 15:47:06,R_6n6Ot041lrNEDWS,,,,,25.8906,-80.1784,anonymous,EN,0.6000000238418579,,0,10,,Agree,Male,June,1,2014,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater","Seattle ",WA,No,Android phone,No,No,No,,7 days,2 hours or less,,"Mr Beast ",My child usually tries to imitate what he watches,A great deal,A great deal,A great deal,A lot,A great deal,"There's no ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,115QpR7AXG4ceScNziU4CM,36661704,1449,,Complete
2025-03-17 15:51:39,2025-03-17 15:58:10,IP Address,76.122.218.53,100,390,True,2025-03-17 15:58:10,R_51cUTT3mbYctLMt,,,,,36.3834,-86.4512,anonymous,EN,1,,0,0,,Agree,Female,October,21,2014,Hispanic or Latino/a,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$12,000 through $15,999",Estados Unidos,tennessee,Yes,iPad tablet,No,No,Yes,you tube parental control,4 days,More than 2 hours,,steve T,"Nothing ",A lot,A lot,A little,A lot,A little,Well I see some videos with violence but I can not remember the channels or videos.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3NjEqcYxnULS5VV3WylKkh,36661704,1449,,Complete
2025-03-17 16:01:29,2025-03-17 16:08:08,IP Address,,100,399,True,2025-03-17 16:08:09,R_3bEpiAE2rQ1GzgB,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,March,11,2018,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",urban,Virginia,Yes,iPhone,Yes,Yes,Yes,Life was so much better when we believed the moon was following us,7 days,More than 2 hours,,Life was so much better when we believed the moon was following us,Life was so much better when we believed the moon was following us,A great deal,A great deal,A great deal,A great deal,A great deal,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,7HBOi67OL2uHB36GpSV8Px,36661704,,,
2025-03-17 16:10:10,2025-03-17 16:13:17,IP Address,69.123.117.144,100,186,True,2025-03-17 16:13:17,R_3DIo3OsdSnTLRa9,,,,,40.7879,-74.3882,anonymous,EN,1,,0,0,,Agree,Male,September,6,2014,Asian,Doctoral degree,Doctoral Degree,"$100,000 or greater",Denville,NJ,Yes,iPad tablet,No,,,,7 days,45 minutes or less,,There are many channels,Become more screen time dependent,A lot,A lot,A moderate amount,A lot,A lot,I don't have these,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6pV5H3RVLBTslmGnHf7JkZ,36661704,1449,,Complete
2025-03-17 16:07:50,2025-03-17 16:13:54,IP Address,73.171.220.222,100,364,True,2025-03-17 16:13:55,R_70UTV5OWzZxMXim,,,,,30.2712,-81.7529,anonymous,EN,1,,0,0,,Agree,Female,April,7,2016,Black or African American,Less than high school,Less than high school,"Less than $5,000",Jacksonville,Fl,Yes,Android tablet,Yes,Yes,Yes,parent lock,7 days,More than 2 hours,,flmingo,good,A moderate amount,A moderate amount,A lot,A lot,A lot,not so far,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3i7tofp3nPtaVhwvWhOPJE,36661704,1449,,Complete
2025-03-17 16:05:22,2025-03-17 16:13:54,IP Address,73.119.174.80,100,512,True,2025-03-17 16:13:55,R_6aEIdD8NlmM6hJk,,,,,42.1398,-71.5162,anonymous,EN,0.800000011920929,,0,0,,Agree,Male,February,11,2017,Asian,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",boston,MA,Yes,iPhone,No,No,No,na,1 day,30 minutes or less,,cartoon,nothing,A lot,A great deal,A great deal,A lot,A great deal,nothimg,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,6flLq1oSpucWS9mo7d3aJq,36661704,1449,,Complete
2025-03-17 16:17:35,2025-03-17 16:19:15,IP Address,167.253.80.71,100,100,True,2025-03-17 16:19:16,R_6lh9MOVglOvL8Nr,,,,,37.751,-97.822,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,January,1,2011,White,"Master's degree (e.g. MA, MS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater",Boston,MA,No,Android phone,Yes,Yes,No,,6 days,1 hour or less,,Not sure,"Not sure , i have no comment ",A lot,A great deal,A great deal,A lot,A great deal,"Not sure , i have no comment ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,2qyZXjhcbwqfoXYkK6CF1t,36661704,1449,,Complete
2025-03-17 16:18:50,2025-03-17 16:23:10,IP Address,98.201.77.203,100,260,True,2025-03-17 16:23:11,R_5IAiN5ORBkjPdai,,,,,29.745,-95.7326,anonymous,EN,0.6000000238418579,,0,0,,Agree,Male,June,11,2016,"Hispanic or Latino/a,White","Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$50,000 through $74,999","Houston ",TEXAS,No,Android tablet,No,No,No,,5 days,1.5 hours or less,,"Muchos ","Excelente ",A lot,A great deal,A lot,A lot,A lot,"Excelente ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0PQtw3SrOb6QCcssBGAoBk,36661704,1449,,Complete
2025-03-17 16:25:18,2025-03-17 16:28:52,IP Address,96.41.79.183,100,213,True,2025-03-17 16:28:52,R_6iEpsWtjsAio0db,,,,,33.784,-118.1854,anonymous,EN,0.800000011920929,,0,0,,Agree,Female,October,22,2015,Hispanic or Latino/a,High school degree or equivalent,High school degree or equivalent,"$25,000 through $34,999","Long Beach ",California,Yes,Android phone,No,No,No,,7 days,1 hour or less,,Mr Ballen,No,A lot,A great deal,A little,A lot,A moderate amount,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,3S8pi0SZwtCUACDI9EZOcP,36661704,1449,,Complete
2025-03-17 16:26:37,2025-03-17 16:31:33,IP Address,73.103.197.120,100,296,True,2025-03-17 16:31:33,R_5vmj5g0JScOVIcx,,,,,39.1215,-86.5784,anonymous,EN,1,,0,0,,Agree,Male,June,11,2017,White,Doctoral degree,Doctoral Degree,"$100,000 or greater",Bloomington,IN,No,iPad tablet,No,,No,,2 days,45 minutes or less,,Sesame Street,nothing,A little,A lot,A lot,A lot,A moderate amount,"no, no problems, we really limit access",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,129wVzT3zLXahI003PktwE,36661704,1449,,Complete
2025-03-17 15:55:12,2025-03-17 16:33:49,IP Address,108.24.169.138,100,2316,True,2025-03-17 16:33:50,R_1JNU833oa8rKWEV,,,,,39.9053,-75.0023,anonymous,EN,0.800000011920929,,0,0,,Agree,Male,June,22,2017,White,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",Philadelphia,PA,No,iPad tablet,Yes,Yes,Yes,No immoral material,4 days,45 minutes or less,,Looney Tunes,"Sometimes he acts jittery. ",A lot,A lot,A moderate amount,A lot,A moderate amount,"Sometimes an ad for a violent movie is shown periodically. ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0i6XWmp7lZERfK7KDASAlT,36661704,1449,,Complete
2025-03-17 16:14:17,2025-03-17 16:33:52,IP Address,172.56.64.122,100,1175,True,2025-03-17 16:33:55,R_1Mb5RNSrMzw9USh,,,,,33.8923,-84.2545,anonymous,EN,0.6000000238418579,,0,0,,Agree,Female,February,3,2014,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$100,000 or greater",Chicago,Illinois,Yes,Android phone,Yes,Yes,No,,5 days,45 minutes or less,,Elon musk,Not really they are being influenced positivel,A great deal,A great deal,A lot,A lot,A great deal,Not really I have not experienced any so far,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,7hKfeituM8lb0lO8TeZAyI,36661704,1449,,Complete
2025-03-17 16:36:16,2025-03-17 16:39:08,IP Address,,100,171,True,2025-03-17 16:39:09,R_1E6wDvwiNfK8oRX,,,,,,,anonymous,EN,0.6000000238418579,,0,0,,Agree,Female,January,18,2011,Black or African American,High school degree or equivalent,High school degree or equivalent,"Less than $5,000","Tennessee ",TN,Yes,Android tablet,Yes,Yes,Yes,Xbox,5 days,30 minutes or less,,"SpongeBob SquarePants ","Good ",A little,A lot,A great deal,A moderate amount,A lot,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Attention Check,,anonymous,.70,10,USA,220,2,6eSxmzlKLy4H6yRMBy9ndw,36661704,,,
2025-03-17 16:42:57,2025-03-17 16:48:02,IP Address,174.244.51.168,100,305,True,2025-03-17 16:48:03,R_6psxaPcBPQaZIwd,,,,,32.8261,-96.835,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,November,5,2012,Black or African American,Some college,Some college,"$25,000 through $34,999","Dallas ",Texas,Yes,iPhone,Yes,Yes,No,,6 days,More than 2 hours,,"Itsfunny ","She has good behavior after watching YouTube ",A lot,A lot,A lot,A lot,A moderate amount,None,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1RNXhzFfTKXyWm22F01vFo,36661704,1449,,Complete
2025-03-17 16:45:29,2025-03-17 16:48:14,IP Address,172.56.169.128,100,165,True,2025-03-17 16:48:15,R_19mt47hAxArCqwF,,,,,38.4799,-121.4451,anonymous,EN,0.8999999761581421,,0,0,,Agree,Female,May,22,2015,Hispanic or Latino/a,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$100,000 or greater","Turlock ",CA,Yes,Android phone,Yes,Yes,No,,7 days,More than 2 hours,,Blupi,Relaxed,A great deal,A great deal,A great deal,A lot,A great deal,No,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0aMmpevVWMk9R4asZ86Szd,36661704,1449,,Complete
2025-03-17 16:50:07,2025-03-17 16:50:16,IP Address,,100,8,True,2025-03-17 16:50:16,R_5PnAU1k1q7JWCpD,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Parent_New,2,Consent_1,,anonymous,.70,10,USA,220,2,4a3Eh0ec8jSYk4gSejln5f,36661704,,,
2025-03-17 16:50:13,2025-03-17 16:54:36,IP Address,75.217.121.183,100,263,True,2025-03-17 16:54:36,R_7ngFqmXhu39fY7T,,,,,29.7495,-95.4703,anonymous,EN,1,,0,0,,Agree,Female,December,22,2014,Black or African American,Some college,Some college,"$25,000 through $34,999","Houston ",Tx,Yes,iPhone,No,No,Yes,"Songs and videos that are watched ",7 days,1.5 hours or less,,"Cartoons and dancing dolls ","No concerns ",A great deal,A great deal,A lot,A lot,A lot,"None ",Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,0cksCkRYiCmw675oRVtGLe,36661704,1449,,Complete
2025-03-17 16:49:35,2025-03-17 16:56:52,IP Address,136.35.183.252,100,436,True,2025-03-17 16:56:52,R_7Rw3EcTOhfkxXz8,,,,,39.2102,-94.6372,anonymous,EN,0.800000011920929,,0,0,,Agree,Male,July,21,2012,White,High school degree or equivalent,High school degree or equivalent,"$50,000 through $74,999","Kansas city ",Mo,Yes,Android phone,Yes,No,Yes,Just a few different ones.,7 days,More than 2 hours,,Mr. Beast,Hes hapoy.,A great deal,A great deal,A great deal,A lot,A great deal,happy.. just kids being mean.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,4A39ukeCnnaTMNNMAC2xcX,36661704,1449,,Complete
2025-03-17 16:55:55,2025-03-17 17:01:46,IP Address,65.255.84.110,100,351,True,2025-03-17 17:01:47,R_3CbpTk90vPyvjvX,,,,,35.8636,-97.9473,anonymous,EN,0.8999999761581421,,0,0,,Agree,Female,September,21,2015,White,"Bachelor's degree (e.g. BA, BS)","Bachelor's degree (e.g. BA, BS)","$75,000 through $99,999",hennessey,oklahoma,Yes,Android tablet,Yes,Yes,Yes,because yes,3 days,45 minutes or less,,mrs beast,very good,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,i liked,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,1vVgfQ00kGsgXxBe9kOntN,36661704,1449,,Complete
2025-03-17 16:57:03,2025-03-17 17:04:05,IP Address,47.12.100.244,100,421,True,2025-03-17 17:04:06,R_5gAQoOUSVhrdFaX,,,,,43.0628,-89.3171,anonymous,EN,1,,0,0,,Agree,Male,April,14,2016,White,"Master's degree (e.g. MA, MS)","Master's degree (e.g. MA, MS)","$75,000 through $99,999",Madison,WI,Yes,Android tablet,No,No,Yes,Amazon parental controls,7 days,15 minutes or less,,DanTDM,He is usually excited to share a funny video with me that he enjoyed.,A moderate amount,A little,A little,A lot,A little,I have not experienced this because my children do not have access to non-child friendly content.,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,5qd81s2HTTEY9RmJKy6mxS,36661704,1449,,Complete
2025-03-17 17:03:46,2025-03-17 17:08:13,IP Address,24.233.108.231,100,266,True,2025-03-17 17:08:13,R_1Ijd41RHWHhKJhC,,,,,43.2229,-71.332,anonymous,EN,0.8999999761581421,,0,0,,Agree,Male,November,13,2015,White,High school degree or equivalent,High school degree or equivalent,"$35,000 through $49,999",Pittsfield,NH,Yes,Android tablet,No,,No,,5 days,2 hours or less,,mincraft,no none,A moderate amount,A little,A lot,A lot,A little,none,Agree,Qual32042-1126-Children8to13[AD]_Parent_New,,,,anonymous,.70,10,USA,220,,74ZiMc1bWZ6tFVtK8EimqW,36661704,1449,,Complete
